iter	Passed	Remaining
1672	13706	27257
1673	13712	27245
1674	13719	27233
1675	13725	27222
1676	13732	27210
1677	13738	27198
1678	13744	27186
1679	13751	27175
1680	13757	27163
1681	13764	27151
1682	13770	27140
1683	13777	27129
1684	13784	27118
1685	13790	27106
1686	13797	27096
1687	13803	27084
1688	13810	27073
1689	13816	27061
1690	13823	27050
1691	13829	27038
1692	13836	27027
1693	13843	27016
1694	13849	27005
1695	13856	26993
1696	13862	26982
1697	13868	26970
1698	13875	26959
1699	13882	26947
1700	13888	26936
1701	13895	26926
1702	13902	26914
1703	13908	26902
1704	13914	26890
1705	13920	26878
1706	13926	26866
1707	13933	26856
1708	13940	26845
1709	13946	26833
1710	13953	26821
1711	13959	26810
1712	13966	26799
1713	13972	26787
1714	13979	26776
1715	13985	26764
1716	13992	26754
1717	13998	26742
1718	14004	26730
1719	14010	26718
1720	14017	26706
1721	14024	26696
1722	14030	26684
1723	14037	26673
1724	14043	26661
1725	14049	26650
1726	14056	26639
1727	14063	26628
1728	14070	26618
1729	14076	26607
1730	14083	26595
1731	14105	26614
1732	14159	26692
1733	14166	26682
1734	14172	26670
1735	14179	26659
1736	14185	26648
1737	14192	26637
1738	14199	26626
1739	14205	26614
1740	14212	26603
1741	14218	26591
1742	14224	26580
1743	14231	26569
1744	14237	26557
1745	14243	26545
1746	14249	26533
1747	14256	26522
1748	14262	26510
1749	14269	26499
1750	14275	26488
1751	14282	26477
1752	14288	26465
1753	14295	26456
1754	14302	26444
1755	14308	26433
1756	14315	26422
1757	14321	26410
1758	14327	26398
1759	14334	26388
1760	14340	26377
1761	14347	26365
1762	14353	26354
1763	14360	26343
1764	14366	26331
1765	14373	26321
1766	14380	26310
1767	14386	26299
1768	14393	26288
1769	14400	26278
1770	14406	26267
1771	14412	26255
1772	14418	26243
1773	14425	26232
1774	14431	26221
1775	14437	26209
1776	14444	26198
1777	14450	26187
1778	14457	26175
1779	14463	26165
1780	14470	26153
1781	14476	26141
1782	14482	26129
1783	14489	26119
1784	14495	26108
1785	14502	26097
1786	14508	26085
1787	14514	26074
1788	14521	26064
1789	14528	26053
1790	14534	26041
1791	14541	26031
1792	14547	26020
1793	14554	26010
1794	14561	25999
1795	14567	25988
1796	14574	25977
1797	14581	25967
1798	14587	25956
1799	14594	25945
1800	14600	25934
1801	14607	25923
1802	14613	25912
1803	14619	25900
1804	14626	25890
1805	14633	25879
1806	14641	25871
1807	14647	25859
1808	14653	25848
1809	14659	25836
1810	14666	25825
1811	14672	25814
1812	14679	25804
1813	14685	25793
1814	14692	25782
1815	14699	25772
1816	14705	25761
1817	14711	25749
1818	14719	25741
1819	14726	25731
1820	14733	25721
1821	14740	25710
1822	14747	25700
1823	14753	25689
1824	14760	25679
1825	14766	25667
1826	14773	25657
1827	14780	25646
1828	14786	25636
1829	14792	25624
1830	14799	25614
1831	14805	25603
1832	14812	25592
1833	14818	25581
1834	14825	25571
1835	14832	25560
1836	14838	25549
1837	14845	25539
1838	14853	25531
1839	14860	25520
1840	14866	25509
1841	14872	25498
1842	14879	25487
1843	14885	25476
1844	14892	25465
1845	14898	25455
1846	14905	25444
1847	14911	25433
1848	14918	25422
1849	14925	25413
1850	14931	25401
1851	14938	25391
1852	14944	25381
1853	14950	25369
1854	14957	25359
1855	14963	25347
1856	14970	25337
1857	14976	25326
1858	14983	25315
1859	14989	25304
1860	14995	25294
1861	15001	25282
1862	15008	25271
1863	15014	25260
1864	15021	25250
1865	15028	25240
1866	15035	25230
1867	15042	25221
1868	15049	25210
1869	15056	25200
1870	15062	25190
1871	15070	25182
1872	15078	25173
1873	15085	25163
1874	15091	25152
1875	15097	25141
1876	15104	25131
1877	15110	25120
1878	15117	25110
1879	15124	25100
1880	15130	25089
1881	15200	25183
1882	15209	25176
1883	15215	25165
1884	15221	25153
1885	15227	25142
1886	15234	25132
1887	15241	25122
1888	15247	25111
1889	15254	25100
1890	15261	25090
1891	15267	25079
1892	15273	25069
1893	15280	25059
1894	15286	25047
1895	15293	25036
1896	15299	25025
1897	15305	25014
1898	15311	25002
1899	15317	24992
1900	15324	24981
1901	15330	24970
1902	15337	24961
1903	15344	24951
1904	15350	24939
1905	15356	24928
1906	15363	24917
1907	15369	24907
1908	15375	24896
1909	15382	24885
1910	15388	24874
1911	15394	24863
1912	15400	24852
1913	15407	24841
1914	15413	24831
1915	15420	24820
1916	15426	24809
1917	15433	24799
1918	15439	24788
1919	15445	24777
1920	15452	24767
1921	15459	24757
1922	15465	24746
1923	15472	24736
1924	15478	24725
1925	15485	24715
1926	15491	24704
1927	15497	24693
1928	15503	24682
1929	15510	24672
1930	15516	24661
1931	15523	24650
1932	15529	24640
1933	15536	24629
1934	15542	24618
1935	15548	24607
1936	15554	24597
1937	15561	24586
1938	15567	24575
1939	15574	24565
1940	15580	24555
1941	15587	24544
1942	15594	24534
1943	15601	24525
1944	15607	24514
1945	15614	24504
1946	15620	24494
1947	15627	24483
1948	15633	24472
1949	15639	24462
1950	15646	24451
1951	15652	24440
1952	15658	24429
1953	15664	24418
1954	15670	24407
1955	15677	24397
1956	15683	24386
1957	15690	24376
1958	15696	24366
1959	15703	24355
1960	15709	24345
1961	15715	24334
1962	15721	24323
1963	15727	24312
1964	15733	24301
1965	15739	24290
1966	15746	24280
1967	15753	24270
1968	15759	24259
1969	15765	24248
1970	15771	24238
1971	15779	24228
1972	15785	24217
1973	15791	24207
1974	15797	24196
1975	15804	24186
1976	15810	24175
1977	15816	24164
1978	15823	24154
1979	15829	24144
1980	15836	24134
1981	15842	24123
1982	15848	24112
1983	15855	24103
1984	15862	24092
1985	15868	24082
1986	15874	24071
1987	15881	24062
1988	15888	24051
1989	15893	24040
1990	15900	24030
1991	15906	24019
1992	15912	24008
1993	15919	23998
1994	15925	23987
1995	15931	23976
1996	15937	23966
1997	15944	23955
1998	15950	23945
1999	15956	23934
2000	15963	23924
2001	15970	23916
2002	15977	23906
2003	15983	23895
2004	15989	23885
2005	15996	23874
2006	16002	23864
2007	16009	23854
2008	16015	23844
2009	16022	23834
2010	16029	23824
2011	16035	23813
2012	16041	23803
2013	16048	23793
2014	16054	23782
2015	16060	23772
2016	16066	23761
2017	16073	23751
2018	16079	23741
2019	16085	23730
2020	16092	23720
2021	16098	23709
2022	16105	23699
2023	16111	23689
2024	16117	23679
2025	16123	23668
2026	16129	23657
2027	16135	23646
2028	16141	23636
2029	16148	23625
2030	16154	23615
2031	16161	23605
2032	16168	23596
2033	16174	23585
2034	16198	23600
2035	16257	23667
2036	16265	23659
2037	16273	23651
2038	16281	23643
2039	16288	23634
2040	16295	23625
2041	16303	23617
2042	16310	23607
2043	16317	23598
2044	16324	23588
2045	16331	23579
2046	16338	23569
2047	16345	23560
2048	16352	23551
2049	16359	23541
2050	16365	23531
2051	16372	23520
2052	16378	23510
2053	16384	23500
2054	16391	23490
2055	16397	23480
2056	16404	23470
2057	16411	23460
2058	16417	23449
2059	16423	23439
2060	16429	23429
2061	16436	23418
2062	16442	23408
2063	16448	23397
2064	16454	23386
2065	16460	23376
2066	16466	23365
2067	16473	23356
2068	16479	23345
2069	16486	23335
2070	16493	23325
2071	16499	23315
2072	16506	23306
2073	16512	23295
2074	16519	23285
2075	16525	23276
2076	16532	23266
2077	16538	23256
2078	16544	23245
2079	16551	23235
2080	16557	23225
2081	16563	23214
2082	16570	23204
2083	16576	23194
2084	16583	23184
2085	16589	23174
2086	16595	23164
2087	16602	23154
2088	16608	23144
2089	16614	23133
2090	16621	23123
2091	16628	23114
2092	16634	23103
2093	16640	23093
2094	16646	23083
2095	16653	23073
2096	16659	23062
2097	16666	23052
2098	16672	23043
2099	16679	23033
2100	16685	23022
2101	16692	23013
2102	16698	23003
2103	16705	22994
2104	16712	22984
2105	16718	22973
2106	16724	22963
2107	16731	22953
2108	16737	22943
2109	16743	22933
2110	16750	22923
2111	16756	22913
2112	16763	22904
2113	16770	22894
2114	16776	22884
2115	16783	22875
2116	16789	22864
2117	16796	22855
2118	16803	22845
2119	16809	22835
2120	16815	22825
2121	16822	22815
2122	16828	22805
2123	16836	22796
2124	16842	22786
2125	16849	22777
2126	16855	22767
2127	16862	22757
2128	16869	22748
2129	16875	22738
2130	16882	22729
2131	16889	22719
2132	16895	22709
2133	16902	22699
2134	16908	22689
2135	16914	22679
2136	16921	22670
2137	16927	22660
2138	16934	22650
2139	16940	22640
2140	16947	22630
2141	16953	22620
2142	16960	22610
2143	16966	22601
2144	16973	22591
2145	16980	22582
2146	16986	22572
2147	16993	22562
2148	16999	22553
2149	17006	22542
2150	17012	22532
2151	17018	22522
2152	17024	22512
2153	17030	22502
2154	17037	22492
2155	17043	22482
2156	17050	22472
2157	17056	22462
2158	17062	22452
2159	17069	22442
2160	17075	22433
2161	17081	22422
2162	17088	22413
2163	17094	22403
2164	17100	22392
2165	17107	22382
2166	17115	22375
2167	17123	22367
2168	17131	22360
2169	17139	22352
2170	17147	22344
2171	17155	22337
2172	17164	22329
2173	17172	22322
2174	17180	22315
2175	17191	22310
2176	17200	22304
2177	17206	22294
2178	17213	22285
2179	17219	22275
2180	17226	22265
2181	17277	22313
2182	17320	22351
2183	17326	22341
2184	17333	22330
2185	17339	22320
2186	17346	22311
2187	17353	22302
2188	17360	22292
2189	17367	22283
2190	17373	22274
2191	17383	22268
2192	17391	22260
2193	17398	22251
2194	17406	22243
2195	17414	22236
2196	17421	22227
2197	17428	22217
2198	17436	22209
2199	17442	22200
2200	17449	22190
2201	17457	22182
2202	17463	22172
2203	17470	22162
2204	17476	22152
2205	17482	22142
2206	17488	22131
2207	17494	22121
2208	17500	22111
2209	17506	22101
2210	17513	22091
2211	17519	22081
2212	17525	22071
2213	17532	22061
2214	17538	22051
2215	17544	22041
2216	17550	22031
2217	17556	22021
2218	17563	22011
2219	17569	22000
2220	17575	21991
2221	17581	21981
2222	17587	21970
2223	17594	21960
2224	17600	21950
2225	17606	21940
2226	17612	21930
2227	17618	21920
2228	17624	21910
2229	17631	21900
2230	17637	21890
2231	17643	21880
2232	17650	21871
2233	17657	21861
2234	17663	21852
2235	17670	21842
2236	17676	21832
2237	17683	21823
2238	17689	21813
2239	17695	21803
2240	17701	21793
2241	17708	21784
2242	17714	21774
2243	17721	21764
2244	17728	21755
2245	17735	21746
2246	17741	21736
2247	17747	21726
2248	17753	21716
2249	17760	21707
2250	17766	21697
2251	17772	21686
2252	17778	21677
2253	17785	21667
2254	17791	21657
2255	17797	21647
2256	17803	21637
2257	17810	21627
2258	17816	21617
2259	17822	21607
2260	17828	21597
2261	17834	21587
2262	17841	21577
2263	17847	21568
2264	17853	21558
2265	17859	21548
2266	17865	21538
2267	17871	21528
2268	17878	21518
2269	17884	21508
2270	17890	21498
2271	17896	21488
2272	17902	21478
2273	17909	21468
2274	17915	21458
2275	17921	21449
2276	17927	21439
2277	17934	21429
2278	17939	21419
2279	17946	21409
2280	17952	21399
2281	17959	21390
2282	17965	21381
2283	17972	21371
2284	17978	21361
2285	17986	21353
2286	17993	21344
2287	18000	21336
2288	18007	21326
2289	18013	21317
2290	18019	21307
2291	18025	21297
2292	18032	21287
2293	18038	21278
2294	18044	21268
2295	18051	21258
2296	18057	21249
2297	18063	21238
2298	18069	21229
2299	18075	21219
2300	18082	21209
2301	18089	21200
2302	18095	21191
2303	18101	21181
2304	18108	21172
2305	18115	21163
2306	18121	21153
2307	18127	21143
2308	18133	21133
2309	18139	21123
2310	18145	21113
2311	18152	21104
2312	18158	21095
2313	18164	21085
2314	18170	21075
2315	18177	21065
2316	18184	21057
2317	18190	21047
2318	18196	21037
2319	18202	21027
2320	18209	21017
2321	18215	21007
2322	18221	20997
2323	18227	20988
2324	18233	20977
2325	18239	20968
2326	18245	20958
2327	18251	20948
2328	18257	20938
2329	18263	20928
2330	18270	20919
2331	18276	20909
2332	18282	20900
2333	18290	20891
2334	18377	20974
2335	18386	20968
2336	18392	20958
2337	18398	20948
2338	18405	20939
2339	18411	20929
2340	18418	20919
2341	18424	20910
2342	18430	20900
2343	18437	20891
2344	18444	20883
2345	18451	20873
2346	18457	20863
2347	18463	20853
2348	18469	20843
2349	18475	20834
2350	18481	20824
2351	18488	20815
2352	18494	20805
2353	18500	20795
2354	18506	20785
2355	18513	20776
2356	18519	20766
2357	18524	20756
2358	18531	20746
2359	18537	20736
2360	18543	20727
2361	18550	20717
2362	18556	20708
2363	18563	20699
2364	18569	20689
2365	18576	20680
2366	18582	20670
2367	18588	20660
2368	18594	20650
2369	18600	20640
2370	18606	20631
2371	18612	20621
2372	18619	20611
2373	18626	20603
2374	18632	20593
2375	18638	20584
2376	18645	20574
2377	18651	20565
2378	18657	20555
2379	18663	20545
2380	18669	20535
2381	18675	20525
2382	18681	20516
2383	18687	20506
2384	18693	20496
2385	18699	20486
2386	18705	20476
2387	18711	20466
2388	18719	20458
2389	18725	20448
2390	18731	20439
2391	18737	20429
2392	18743	20419
2393	18750	20410
2394	18756	20401
2395	18762	20391
2396	18769	20382
2397	18776	20373
2398	18782	20363
2399	18788	20354
2400	18795	20344
2401	18801	20335
2402	18807	20326
2403	18814	20316
2404	18820	20307
2405	18826	20298
2406	18833	20288
2407	18839	20279
2408	18845	20269
2409	18852	20260
2410	18858	20250
2411	18864	20240
2412	18870	20231
2413	18876	20221
2414	18883	20212
2415	18889	20203
2416	18896	20194
2417	18903	20185
2418	18909	20175
2419	18915	20166
2420	18921	20156
2421	18928	20147
2422	18934	20138
2423	18941	20129
2424	18947	20119
2425	18954	20110
2426	18960	20101
2427	18967	20092
2428	18973	20082
2429	18980	20073
2430	18986	20063
2431	18992	20054
2432	18998	20045
2433	19004	20035
2434	19011	20026
2435	19017	20017
2436	19024	20007
2437	19030	19998
2438	19036	19988
2439	19043	19979
2440	19049	19970
2441	19055	19960
2442	19061	19951
2443	19068	19942
2444	19074	19932
2445	19080	19923
2446	19086	19913
2447	19093	19904
2448	19099	19894
2449	19105	19885
2450	19111	19876
2451	19118	19867
2452	19125	19858
2453	19131	19848
2454	19137	19838
2455	19143	19829
2456	19149	19820
2457	19156	19811
2458	19163	19802
2459	19169	19792
2460	19176	19784
2461	19183	19775
2462	19189	19766
2463	19195	19756
2464	19201	19747
2465	19208	19737
2466	19214	19729
2467	19221	19720
2468	19228	19711
2469	19234	19702
2470	19241	19692
2471	19247	19683
2472	19253	19673
2473	19259	19664
2474	19266	19655
2475	19272	19646
2476	19278	19636
2477	19284	19626
2478	19292	19618
2479	19298	19609
2480	19304	19599
2481	19309	19589
2482	19316	19581
2483	19323	19571
2484	19328	19562
2485	19334	19552
2486	19341	19543
2487	19347	19533
2488	19353	19524
2489	19893	20053
2490	19937	20081
2491	19943	20071
2492	19949	20061
2493	19956	20052
2494	19962	20042
2495	19968	20032
2496	19975	20023
2497	19982	20014
2498	19989	20005
2499	19995	19995
2500	20002	19986
2501	20009	19977
2502	20015	19967
2503	20021	19957
2504	20028	19948
2505	20034	19938
2506	20040	19928
2507	20047	19919
2508	20053	19909
2509	20059	19899
2510	20065	19890
2511	20072	19880
2512	20078	19870
2513	20084	19861
2514	20091	19851
2515	20097	19842
2516	20104	19832
2517	20110	19822
2518	20116	19813
2519	20124	19805
2520	20131	19796
2521	20137	19786
2522	20144	19776
2523	20150	19767
2524	20156	19757
2525	20162	19747
2526	20169	19738
2527	20175	19728
2528	20181	19718
2529	20188	19709
2530	20194	19699
2531	20200	19690
2532	20207	19680
2533	20213	19671
2534	20219	19661
2535	20225	19651
2536	20232	19641
2537	20238	19632
2538	20245	19623
2539	20251	19613
2540	20257	19603
2541	20263	19593
2542	20269	19583
2543	20276	19574
2544	20282	19564
2545	20288	19555
2546	20295	19546
2547	20301	19537
2548	20307	19527
2549	20314	19517
2550	20321	19508
2551	20327	19498
2552	20333	19489
2553	20340	19479
2554	20346	19470
2555	20352	19460
2556	20359	19451
2557	20365	19441
2558	20371	19431
2559	20379	19423
2560	20385	19414
2561	20392	19405
2562	20398	19396
2563	20406	19387
2564	20413	19379
2565	20419	19369
2566	20425	19359
2567	20432	19350
2568	20438	19340
2569	20444	19331
2570	20451	19321
2571	20457	19312
2572	20463	19302
2573	20469	19292
2574	20476	19283
2575	20482	19274
2576	20488	19264
2577	20495	19255
2578	20502	19246
2579	20508	19237
2580	20515	19227
2581	20521	19218
2582	20527	19208
2583	20533	19198
2584	20539	19188
2585	20546	19179
2586	20552	19170
2587	20559	19160
2588	20565	19151
2589	20572	19142
2590	20578	19133
2591	20585	19123
2592	20591	19114
2593	20597	19105
2594	20603	19095
2595	20610	19086
2596	20616	19076
2597	20623	19067
2598	20630	19058
2599	20636	19048
2600	20642	19039
2601	20648	19029
2602	20655	19020
2603	20661	19011
2604	20668	19002
2605	20674	18992
2606	20681	18983
2607	20688	18974
2608	20694	18965
2609	20701	18956
2610	20707	18946
2611	20713	18937
2612	20719	18927
2613	20726	18918
2614	20732	18908
2615	20738	18899
2616	20744	18889
2617	20751	18880
2618	20757	18871
2619	20764	18862
2620	20770	18852
2621	20777	18843
2622	20784	18834
2623	20790	18825
2624	20797	18816
2625	20803	18807
2626	20809	18797
2627	20816	18788
2628	20823	18779
2629	20829	18770
2630	20836	18761
2631	20843	18752
2632	20849	18743
2633	20855	18733
2634	20862	18724
2635	20868	18715
2636	20875	18706
2637	20881	18697
2638	20887	18687
2639	20894	18678
2640	20900	18668
2641	20908	18660
2642	20981	18711
2643	21017	18728
2644	21024	18718
2645	21030	18709
2646	21036	18700
2647	21043	18691
2648	21051	18683
2649	21058	18674
2650	21065	18665
2651	21072	18656
2652	21078	18647
2653	21085	18638
2654	21091	18628
2655	21097	18619
2656	21104	18610
2657	21110	18600
2658	21116	18591
2659	21122	18581
2660	21129	18572
2661	21135	18563
2662	21142	18553
2663	21148	18544
2664	21154	18535
2665	21160	18525
2666	21167	18516
2667	21173	18507
2668	21179	18497
2669	21185	18488
2670	21192	18478
2671	21198	18469
2672	21205	18460
2673	21211	18451
2674	21218	18441
2675	21224	18432
2676	21230	18423
2677	21237	18413
2678	21243	18404
2679	21249	18395
2680	21256	18386
2681	21262	18376
2682	21268	18367
2683	21274	18357
2684	21280	18348
2685	21286	18338
2686	21293	18329
2687	21300	18320
2688	21306	18311
2689	21312	18302
2690	21319	18293
2691	21325	18283
2692	21332	18274
2693	21338	18264
2694	21344	18255
2695	21350	18246
2696	21356	18236
2697	21363	18227
2698	21369	18218
2699	21375	18208
2700	21381	18199
2701	21388	18190
2702	21394	18181
2703	21401	18172
2704	21407	18163
2705	21414	18153
2706	21420	18144
2707	21426	18135
2708	21432	18125
2709	21438	18116
2710	21445	18107
2711	21451	18097
2712	21457	18088
2713	21463	18079
2714	21470	18069
2715	21476	18060
2716	21483	18051
2717	21489	18041
2718	21495	18032
2719	21503	18024
2720	21509	18015
2721	21516	18006
2722	21521	17996
2723	21528	17987
2724	21534	17978
2725	21540	17969
2726	21547	17960
2727	21553	17950
2728	21560	17941
2729	21566	17932
2730	21573	17923
2731	21579	17914
2732	21585	17905
2733	21592	17896
2734	21599	17887
2735	21605	17878
2736	21612	17869
2737	21618	17859
2738	21624	17850
2739	21631	17842
2740	21638	17833
2741	21646	17825
2742	21653	17816
2743	21660	17808
2744	21667	17799
2745	21674	17790
2746	21681	17782
2747	21689	17774
2748	21696	17765
2749	21703	17757
2750	21709	17748
2751	21716	17739
2752	21722	17730
2753	21729	17720
2754	21735	17711
2755	21742	17702
2756	21748	17693
2757	21754	17684
2758	21760	17675
2759	21768	17667
2760	21774	17657
2761	21781	17649
2762	21787	17639
2763	21793	17630
2764	21800	17622
2765	21807	17613
2766	21814	17604
2767	21821	17595
2768	21827	17586
2769	21835	17578
2770	21841	17569
2771	21849	17561
2772	21856	17552
2773	21863	17544
2774	21871	17536
2775	21879	17528
2776	21886	17520
2777	21893	17512
2778	21901	17503
2779	21908	17495
2780	21915	17486
2781	21922	17478
2782	21929	17469
2783	21936	17460
2784	21943	17451
2785	21949	17443
2786	21956	17434
2787	21963	17425
2788	21969	17416
2789	21976	17407
2790	21983	17399
2791	22010	17406
2792	22076	17444
2793	22115	17461
2794	22122	17452
2795	22129	17444
2796	22136	17435
2797	22143	17426
2798	22150	17418
2799	22158	17410
2800	22165	17401
2801	22173	17393
2802	22181	17385
2803	22189	17378
2804	22196	17369
2805	22203	17361
2806	22210	17352
2807	22217	17343
2808	22224	17334
2809	22230	17325
2810	22237	17317
2811	22244	17308
2812	22251	17299
2813	22259	17291
2814	22266	17283
2815	22274	17275
2816	22281	17266
2817	22288	17258
2818	22295	17249
2819	22302	17241
2820	22309	17232
2821	22317	17224
2822	22324	17215
2823	22331	17207
2824	22338	17199
2825	22345	17190
2826	22352	17181
2827	22360	17173
2828	22368	17165
2829	22375	17157
2830	22383	17148
2831	22390	17140
2832	22397	17132
2833	22404	17123
2834	22412	17115
2835	22419	17107
2836	22427	17099
2837	22434	17090
2838	22442	17082
2839	22449	17074
2840	22456	17065
2841	22464	17057
2842	22471	17049
2843	22478	17040
2844	22485	17032
2845	22492	17023
2846	22499	17015
2847	22506	17006
2848	22513	16998
2849	22520	16989
2850	22528	16981
2851	22535	16972
2852	22542	16964
2853	22549	16955
2854	22556	16947
2855	22563	16938
2856	22570	16930
2857	22578	16922
2858	22586	16913
2859	22593	16905
2860	22600	16896
2861	22607	16888
2862	22614	16880
2863	22621	16871
2864	22628	16863
2865	22635	16854
2866	22643	16846
2867	22650	16837
2868	22658	16829
2869	22665	16821
2870	22672	16812
2871	22679	16804
2872	22686	16795
2873	22693	16787
2874	22700	16778
2875	22708	16770
2876	22715	16762
2877	22723	16754
2878	22730	16745
2879	22737	16737
2880	22744	16729
2881	22751	16720
2882	22759	16712
2883	22767	16704
2884	22775	16696
2885	22782	16688
2886	22789	16679
2887	22797	16671
2888	22804	16663
2889	22812	16655
2890	22819	16646
2891	22826	16638
2892	22833	16629
2893	22840	16621
2894	22857	16619
2895	22867	16613
2896	22877	16607
2897	22884	16599
2898	22892	16591
2899	22900	16582
2900	22907	16574
2901	22915	16566
2902	22924	16559
2903	22931	16550
2904	22938	16542
2905	22945	16534
2906	22952	16525
2907	22959	16517
2908	22966	16508
2909	22974	16500
2910	22980	16491
2911	22988	16483
2912	22995	16474
2913	23002	16466
2914	23009	16457
2915	23016	16449
2916	23023	16440
2917	23030	16432
2918	23037	16423
2919	23044	16415
2920	23052	16407
2921	23059	16398
2922	23066	16390
2923	23073	16382
2924	23080	16373
2925	23113	16383
2926	23170	16410
2927	23213	16427
2928	23220	16418
2929	23227	16409
2930	23234	16401
2931	23241	16392
2932	23248	16384
2933	23255	16375
2934	23263	16367
2935	23270	16359
2936	23277	16350
2937	23284	16341
2938	23291	16333
2939	23297	16324
2940	23304	16315
2941	23311	16306
2942	23317	16298
2943	23324	16289
2944	23332	16281
2945	23339	16272
2946	23346	16264
2947	23353	16255
2948	23360	16247
2949	23367	16238
2950	23375	16230
2951	23381	16221
2952	23389	16213
2953	23396	16204
2954	23402	16195
2955	23409	16187
2956	23416	16178
2957	23423	16170
2958	23431	16161
2959	23438	16153
2960	23445	16145
2961	23452	16136
2962	23459	16127
2963	23466	16119
2964	23472	16110
2965	23479	16101
2966	23486	16093
2967	23493	16084
2968	23499	16075
2969	23506	16066
2970	23513	16058
2971	23520	16049
2972	23527	16040
2973	23533	16032
2974	23540	16023
2975	23547	16014
2976	23554	16006
2977	23562	15998
2978	23569	15989
2979	23576	15981
2980	23582	15972
2981	23589	15963
2982	23596	15955
2983	23604	15947
2984	23611	15938
2985	23618	15930
2986	23625	15921
2987	23632	15912
2988	23638	15904
2989	23645	15895
2990	23652	15886
2991	23659	15878
2992	23666	15869
2993	23672	15861
2994	23679	15852
2995	23687	15844
2996	23695	15836
2997	23703	15828
2998	23711	15820
2999	23719	15813
3000	23727	15805
3001	23736	15797
3002	23744	15789
3003	23752	15781
3004	23760	15774
3005	23768	15766
3006	23777	15759
3007	23784	15750
3008	23791	15742
3009	23798	15734
3010	23806	15725
3011	23813	15717
3012	23820	15709
3013	23828	15701
3014	23836	15693
3015	23843	15684
3016	23850	15676
3017	23858	15668
3018	23864	15659
3019	23871	15650
3020	23878	15642
3021	23885	15633
3022	23892	15625
3023	23898	15616
3024	23905	15607
3025	23912	15599
3026	23919	15590
3027	23926	15582
3028	23933	15573
3029	23940	15565
3030	23947	15556
3031	23955	15548
3032	23962	15540
3033	23969	15531
3034	23976	15523
3035	23983	15514
3036	23990	15506
3037	23997	15497
3038	24004	15489
3039	24011	15480
3040	24018	15472
3041	24024	15463
3042	24031	15455
3043	24039	15446
3044	24046	15438
3045	24053	15430
3046	24060	15421
3047	24068	15413
3048	24075	15405
3049	24082	15397
3050	24089	15388
3051	24096	15379
3052	24103	15371
3053	24110	15362
3054	24116	15354
3055	24123	15345
3056	24130	15337
3057	24137	15328
3058	24145	15320
3059	24152	15312
3060	24159	15303
3061	24166	15295
3062	24173	15286
3063	24180	15278
3064	24204	15280
3065	24296	15326
3066	24307	15319
3067	24314	15311
3068	24320	15302
3069	24328	15294
3070	24335	15285
3071	24342	15277
3072	24349	15269
3073	24356	15260
3074	24363	15251
3075	24370	15243
3076	24377	15234
3077	24385	15227
3078	24393	15218
3079	24400	15210
3080	24407	15202
3081	24414	15193
3082	24420	15184
3083	24427	15176
3084	24434	15167
3085	24441	15159
3086	24448	15150
3087	24455	15142
3088	24462	15133
3089	24469	15125
3090	24476	15116
3091	24483	15108
3092	24490	15099
3093	24497	15091
3094	24504	15082
3095	24511	15074
3096	24518	15065
3097	24526	15057
3098	24533	15049
3099	24540	15041
3100	24547	15032
3101	24554	15024
3102	24561	15015
3103	24568	15007
3104	24575	14998
3105	24582	14990
3106	24589	14981
3107	24596	14973
3108	24603	14964
3109	24610	14956
3110	24617	14947
3111	24624	14939
3112	24631	14930
3113	24637	14921
3114	24644	14913
3115	24651	14904
3116	24658	14896
3117	24665	14887
3118	24672	14879
3119	24679	14871
3120	24686	14862
3121	24692	14853
3122	24699	14845
3123	24706	14836
3124	24713	14828
3125	24720	14819
3126	24727	14811
3127	24734	14802
3128	24741	14794
3129	24750	14786
3130	24757	14778
3131	24765	14770
3132	24772	14762
3133	24779	14753
3134	24786	14745
3135	24792	14736
3136	24799	14728
3137	24807	14720
3138	24814	14711
3139	24822	14703
3140	24829	14695
3141	24838	14687
3142	24844	14679
3143	24851	14670
3144	24859	14662
3145	24866	14654
3146	24872	14645
3147	24879	14636
3148	24886	14628
3149	24892	14619
3150	24899	14610
3151	24906	14602
3152	24912	14593
3153	24920	14585
3154	24927	14577
3155	24934	14568
3156	24941	14560
3157	24948	14551
3158	24955	14543
3159	24961	14534
3160	24968	14526
3161	24975	14517
3162	24981	14508
3163	24988	14500
3164	24995	14491
3165	25002	14483
3166	25008	14474
3167	25015	14465
3168	25022	14457
3169	25029	14449
3170	25036	14440
3171	25042	14432
3172	25049	14423
3173	25056	14415
3174	25063	14406
3175	25070	14398
3176	25077	14389
3177	25084	14381
3178	25091	14372
3179	25097	14364
3180	25104	14355
3181	25111	14347
3182	25118	14338
3183	25124	14330
3184	25131	14321
3185	25138	14313
3186	25145	14304
3187	25152	14296
3188	25159	14287
3189	25165	14279
3190	25172	14270
3191	25179	14262
3192	25186	14253
3193	25193	14245
3194	25199	14236
3195	25206	14227
3196	25212	14219
3197	25219	14210
3198	25226	14202
3199	25233	14193
3200	25239	14184
3201	25247	14176
3202	25254	14168
3203	25261	14160
3204	25268	14151
3205	25275	14143
3206	25321	14156
3207	25405	14191
3208	25415	14185
3209	25422	14176
3210	25429	14167
3211	25436	14159
3212	25444	14151
3213	25452	14143
3214	25459	14135
3215	25466	14127
3216	25475	14119
3217	25485	14112
3218	25493	14105
3219	25503	14097
3220	25512	14090
3221	25518	14082
3222	25527	14074
3223	25534	14066
3224	25542	14058
3225	25549	14050
