iter	MAE
282	554.9801322
283	554.9736879
284	554.9716776
285	554.4561869
286	554.4556549
287	554.4531177
288	554.4525903
289	553.9841261
290	553.5813274
291	553.5785836
292	553.5766341
293	552.9805121
294	552.9785732
295	552.9766461
296	552.9738383
297	552.9734145
298	552.3201523
299	552.3067069
300	550.9246142
301	550.0603783
302	549.2703352
303	548.6007297
304	548.5993343
305	547.7145414
306	547.7126167
307	547.7122092
308	547.7113118
309	547.7094746
310	547.7088712
311	547.0694767
312	547.0676593
313	546.1819174
314	544.8772499
315	544.8760708
316	544.3978643
317	544.3966627
318	543.8717757
319	543.4766742
320	542.7677779
321	541.7967709
322	541.6466983
323	540.1595539
324	539.3349535
325	539.3345717
326	538.4007058
327	538.4001617
328	537.3206381
329	536.700361
330	535.9282209
331	535.9256463
332	535.9252752
333	534.4757185
334	533.9503441
335	533.2737654
336	533.273385
337	532.7751021
338	532.7733776
339	531.6379363
340	529.5639425
341	529.5633935
342	529.5612903
343	529.5609285
344	529.5605984
345	529.5602701
346	529.5584054
347	529.5573514
348	528.864078
349	527.8423591
350	527.424711
351	527.422933
352	526.9774499
353	526.9755432
354	526.007333
355	526.0070078
356	526.0065833
357	524.8949002
358	524.8937831
359	524.8912051
360	523.6757056
361	523.6753903
362	523.6737666
363	523.6713525
364	523.6710239
365	522.6407468
366	522.6385043
367	522.1123098
368	522.1108938
369	522.1098282
370	521.1736991
371	521.1733761
372	521.1715701
373	521.1712548
374	521.1709611
375	521.1706657
376	520.1616956
377	518.1385069
378	518.136326
379	517.6840404
380	516.0509968
381	516.0503856
382	516.0501139
383	516.0491163
384	516.047617
385	513.5610979
386	513.5593206
387	512.7521857
388	512.750533
389	512.7487417
390	512.7484072
391	512.7467899
392	512.7458857
393	512.7450849
394	512.619273
395	512.6183907
396	512.2867097
397	512.2863725
398	512.2858319
399	512.2842743
400	512.2836958
401	512.2819905
402	510.7476989
403	509.734225
404	508.1032814
405	508.1027433
406	508.1025024
407	505.7311007
408	505.7305678
409	505.7288853
410	505.7286297
411	504.9351187
412	504.9345955
413	504.9343629
414	504.9328493
415	504.0007687
416	504.0000839
417	503.998305
418	503.9957977
419	502.6613385
420	502.6598939
421	502.6596701
422	502.6582573
423	502.6579864
424	502.6577663
425	502.6567292
426	501.8346961
427	501.8340701
428	501.8338296
429	501.8333709
430	501.8315899
431	501.8313774
432	501.8311638
433	501.8306029
434	501.8289256
435	501.8286939
436	501.8273993
437	501.8261038
438	501.8244551
439	500.6636535
440	498.2693852
441	498.2688208
442	498.2685812
443	498.2683808
444	498.2681817
445	498.2679836
446	498.2674284
447	498.267214
448	498.2666623
449	498.2661113
450	498.2643773
451	498.2621655
452	498.2617427
453	498.2615508
454	498.259354
455	498.2577517
456	498.2568853
457	498.2566955
458	498.2564361
459	498.2559631
460	498.2551459
461	498.2549463
462	498.2547619
463	497.2988132
464	497.2986331
465	497.2984538
466	497.2982604
467	497.2979735
468	497.2960085
469	497.294447
470	497.2940317
471	497.2929626
472	495.8482077
473	493.4260748
474	493.4259034
475	493.4257292
476	491.9138036
477	490.7588892
478	489.1693094
479	488.6077988
480	488.6076325
481	488.3095672
482	486.0288721
483	484.0552594
484	484.0550857
485	484.0549198
486	484.0540545
487	484.0530598
488	484.0528893
489	483.7983136
490	483.79755
491	483.7962876
492	483.7944186
493	483.7942553
494	483.7940845
495	483.7925988
496	483.7924283
497	483.7922237
498	483.7920641
499	483.7919129
500	481.8500407
501	481.8495306
502	481.8493594
503	479.8471961
504	477.6833282
505	477.6814537
506	477.6809467
507	476.4255529
508	476.4253618
509	476.42514
510	476.4237742
511	474.3845442
512	474.383085
513	474.3829358
514	474.3827821
515	473.7495759
516	473.7490809
517	473.7489304
518	473.7477032
519	472.2460651
520	472.2446283
521	470.5768742
522	470.5766864
523	468.7234668
524	468.7233318
525	467.3865337
526	465.3190625
527	465.3185081
528	465.3183558
529	463.5857889
530	462.2683909
531	462.268248
532	462.2681086
533	462.2679808
534	462.267854
535	462.2677278
536	462.2676022
537	462.2662148
538	460.2256022
539	460.2254785
540	460.2253554
541	460.2248696
542	460.2243773
543	460.2238933
544	458.2155959
545	458.2138855
546	458.2134568
547	456.3761684
548	454.2439604
549	454.242598
550	452.3042692
551	452.3037819
552	452.3024295
553	452.3010893
554	452.2997503
555	452.299317
556	452.2991861
557	452.2990512
558	450.2893481
559	450.2882924
560	449.2549449
561	449.2548099
562	449.2534957
563	447.247076
564	447.2457606
565	447.2443121
566	447.2438359
567	447.2433829
568	445.3457376
569	445.3454042
570	445.3443842
571	445.344266
572	445.3440702
573	443.1398942
574	441.5093901
575	441.5079467
576	441.5078281
577	441.507354
578	441.5072469
579	441.5071359
580	441.5070185
581	441.5068139
582	441.5067031
583	441.5064199
584	441.505955
585	441.5058568
586	441.5057297
587	441.5056325
588	441.5055303
589	441.5042628
590	441.5032103
591	439.5760709
592	437.6607715
593	437.4934148
594	437.4933185
595	437.4932249
596	437.4930948
597	437.4929844
598	437.4917429
599	437.4916448
600	437.490417
601	437.4903263
602	437.4898672
603	437.4897659
604	437.4896611
605	437.4884538
606	437.488363
607	435.5823921
608	435.5823046
609	435.581158
610	433.7507926
611	433.7507064
612	433.750602
613	431.8346869
614	431.8344935
615	431.8343291
616	431.833264
617	431.8326184
618	429.9055921
619	429.9054879
620	429.9049473
621	429.9045106
622	428.7145469
623	426.9077096
624	425.4389606
625	423.5412634
626	423.5411765
627	423.5410969
628	423.4811328
629	423.4810147
630	423.480935
631	423.4808567
632	423.4807592
633	423.4806819
634	423.4806051
635	423.4805287
636	423.4804445
637	423.4790894
638	422.0552663
639	422.0539205
640	420.6273236
641	420.6267399
642	420.6266557
643	419.117226
644	419.1171172
645	418.7965131
646	416.8622166
647	415.0563801
648	413.3389012
649	413.3388298
650	413.3387059
651	413.338447
652	411.539842
653	411.53976
654	411.5396905
655	411.5392654
656	411.5391936
657	411.5377331
658	411.5376588
659	411.5375907
660	411.5359973
661	411.5354918
662	409.9448642
663	409.9447977
664	409.9443883
665	409.9443226
666	409.9442475
667	409.9441813
668	409.943832
669	409.9437675
670	409.9436722
671	409.9436083
672	409.943544
673	409.9434808
674	409.9434146
675	409.9432945
676	409.9431975
677	409.9418847
678	408.3090486
679	408.3089666
680	408.3086876
681	408.3085954
682	407.928905
683	407.9288449
684	407.9287851
685	407.9286611
686	407.9284124
687	407.9263446
688	407.9247629
689	407.9234741
690	406.4402434
691	406.4386711
692	406.4386091
693	406.4370356
694	406.4359301
695	404.747563
696	404.7474681
697	404.7473873
698	404.744268
699	404.1686229
700	404.1685677
701	404.1673358
702	404.1661333
703	404.1660701
704	404.1654991
705	404.1651096
706	402.521956
707	402.5218938
708	402.5218341
709	402.5202935
710	402.5201908
711	400.7174509
712	400.7173988
713	400.716168
714	399.0921606
715	399.0921079
716	397.3106851
717	397.3106336
718	397.3094305
719	397.3093803
720	397.3089881
721	397.307793
722	397.3066392
723	397.3054562
724	397.3044637
725	396.1037816
726	396.1032225
727	396.1031743
728	396.1029923
729	396.1029445
730	396.1024739
731	396.1013134
732	396.100987
733	396.1009209
734	396.1007997
735	396.1007533
736	394.6202283
737	394.6190793
738	394.619019
739	394.6189736
740	394.6189265
741	394.6177889
742	394.6166522
743	394.6165956
744	394.6161322
745	394.6160882
746	394.6160443
747	394.6159999
748	393.1427391
749	393.1426959
750	393.1426527
751	393.1425901
752	393.1414919
753	393.1403737
754	393.1402987
755	393.1402565
756	391.6909565
757	391.6891419
758	391.6886765
759	391.6875867
760	391.6874519
761	391.6874113
762	391.686323
763	391.6862764
764	391.6846377
765	391.6845567
766	391.6845171
767	391.684477
768	391.6844148
769	391.6843757
770	390.4372641
771	390.4372062
772	390.4371675
773	390.4371098
774	390.436047
775	390.4359911
776	390.4358259
777	390.4357884
778	390.4357422
779	390.4357051
780	390.4356681
781	390.4356201
782	390.4355835
783	390.4355462
784	390.4355099
785	390.4354738
786	390.4354378
787	390.4331601
788	390.4330901
789	390.4330547
790	390.4320109
791	390.4319751
792	390.4319388
793	390.43091
794	388.7902522
795	388.7902179
796	388.7901838
797	388.7900779
798	388.7890712
799	388.789012
800	388.7886695
801	388.7886362
802	388.7885989
803	388.7885557
804	388.7884479
805	387.2988432
806	387.2978571
807	386.2149413
808	386.214823
809	386.2147872
810	386.2138393
811	386.212772
812	386.2127294
813	386.2118337
814	386.2117947
815	386.2117637
816	386.2117282
817	386.2108746
818	384.6233461
819	384.6233103
820	384.62294
821	384.6228628
822	384.6228329
823	384.6220361
824	384.6220064
825	384.6209582
826	384.6209235
827	384.6208942
828	384.6201689
829	383.2016648
830	383.2016245
831	383.2015701
832	381.7341316
833	380.2583494
834	380.2583212
835	380.2570473
836	380.2570194
837	380.2569916
838	380.2569639
839	378.7903373
840	378.7896483
841	378.7896077
842	378.7895782
843	378.7878798
844	378.787848
845	378.787542
846	377.2309579
847	377.2309296
848	377.2299181
849	375.9154854
850	375.9154594
851	374.285983
852	374.2849734
853	374.2848854
854	374.2848597
855	374.2845304
856	374.2845035
857	374.2844745
858	374.2844477
859	372.9326572
860	371.3870292
861	371.3870045
862	371.3869512
863	371.385944
864	369.9585541
865	368.4262211
866	368.4246844
867	367.1333018
868	365.9642235
869	365.9641716
870	365.963978
871	365.9637055
872	365.9627469
873	365.9627226
874	365.9626994
875	365.9626269
876	364.8373163
877	364.8363367
878	364.8363068
879	364.8362786
880	364.8362562
881	363.2856212
882	363.2855984
883	363.2855763
884	363.2855515
885	363.2855296
886	363.2854826
887	363.2839707
888	363.2829882
889	363.2829517
890	363.2829233
891	363.2828163
892	362.0920095
893	362.0919802
894	362.0919002
895	362.0917934
896	362.0917703
897	362.0917497
898	362.0917292
899	362.0917065
900	360.7006416
901	360.6998943
902	360.6997738
903	360.6903475
904	359.4080066
905	359.4079022
906	359.4078761
907	358.0837507
908	358.0837312
909	358.0816766
910	358.0816571
911	358.0816289
912	358.0816098
913	358.0815128
914	358.080557
915	356.741454
916	356.7414302
917	356.7414116
918	355.2877983
919	355.2877798
920	355.2877563
921	355.287723
922	355.2877048
923	354.2072014
924	354.207024
925	354.2069915
926	354.2069737
927	354.2069459
928	354.2069284
929	354.205715
930	354.2049684
931	354.2049269
932	354.203869
933	354.2038421
934	354.2038251
935	354.203502
936	354.2034768
937	354.2034492
938	354.2034322
939	354.2024982
940	354.2024816
941	353.4559402
942	353.4556515
943	353.4556352
944	353.4556173
945	353.4555911
946	353.4555722
947	353.4527221
948	353.4517904
949	353.4508634
950	353.4508471
951	353.4506824
952	353.4506667
953	353.4503911
954	353.4492057
955	353.4491903
956	352.2912634
957	352.2912479
958	352.2912057
959	352.291187
960	352.2909201
961	352.2909052
962	350.9896818
963	349.8196497
964	349.819635
965	348.7888269
966	348.7885065
967	348.788492
968	348.7884646
969	348.7875577
970	348.786393
971	348.7863469
972	348.7863327
973	348.7863173
974	348.7862756
975	347.5464341
976	347.5464201
977	347.5463068
978	347.5462929
979	347.546279
980	347.5462655
981	347.546252
982	347.5462351
983	347.5438417
984	347.5438043
985	347.543791
986	347.5437779
987	347.5426902
988	346.2651524
989	346.2651375
990	346.2186505
991	346.218635
992	346.2186222
993	346.2186017
994	346.2185817
995	346.2185692
996	346.2185566
997	346.2185201
998	346.2185078
999	346.2180617
1000	344.8871656
1001	344.8871407
1002	344.8871286
1003	344.8871155
1004	344.8871006
1005	344.8870856
1006	344.8870667
1007	344.8870541
1008	344.8870306
1009	344.8870187
1010	344.8870069
1011	344.8868981
1012	344.8865129
1013	344.8863117
1014	344.8862998
1015	344.1519729
1016	344.1519616
1017	344.1519504
1018	344.1519392
1019	344.1517802
1020	344.1517691
1021	344.1517574
1022	344.1517464
1023	344.1517355
1024	344.1517243
1025	344.1517135
1026	343.2059414
1027	343.205911
1028	343.2057546
1029	343.205438
1030	343.2039998
1031	343.2039883
1032	343.2039778
1033	341.8696092
1034	340.71212
1035	340.7121094
1036	339.6154294
1037	339.6154192
1038	339.615409
1039	339.6153987
1040	339.6152825
1041	339.6152552
1042	339.6152367
1043	338.3336527
1044	338.3336429
1045	337.2347866
1046	337.2345111
1047	335.9848122
1048	335.9844978
1049	335.9844445
1050	335.9844349
1051	334.6994901
1052	334.6994784
1053	334.6994477
1054	334.6991269
1055	334.698449
1056	334.6975684
1057	334.6971968
1058	334.1431228
1059	334.1431138
1060	334.1427999
1061	334.1427909
1062	334.1427816
1063	334.1427697
1064	334.1415097
1065	334.1415009
1066	334.1409915
1067	333.2020688
1068	333.2020596
1069	333.2020238
1070	333.2017463
1071	333.2017379
1072	333.2014289
1073	331.9511751
1074	330.7942491
1075	329.6794647
1076	329.6794396
1077	329.6794313
1078	329.6794231
1079	328.5934946
1080	328.593185
1081	328.5931714
1082	327.4901468
1083	326.8823358
1084	326.8823278
1085	326.8819857
1086	326.8819762
1087	326.8819684
1088	326.8819568
1089	326.881694
1090	326.8816629
1091	326.8812461
1092	326.8812359
1093	326.8812178
1094	326.8812103
1095	326.8810847
1096	326.8810037
1097	326.0676289
1098	325.0077227
1099	325.0077153
1100	325.0077056
1101	323.8551834
1102	323.8548951
1103	323.8547711
1104	323.854398
1105	323.8543301
1106	323.8540675
1107	323.8540604
1108	323.8538765
1109	323.8538695
1110	323.8538626
1111	322.7541622
1112	322.7541534
1113	322.7540895
1114	322.7540818
1115	322.7540687
1116	322.7537691
1117	322.7537621
1118	322.7537482
1119	322.7537415
1120	322.7537346
1121	321.7497112
1122	321.7497026
1123	321.7496951
1124	321.7480416
1125	321.7480351
1126	321.7478002
1127	321.7477838
1128	321.7477757
1129	321.7477669
1130	321.7477591
1131	321.7477187
1132	321.7474437
1133	321.7474372
1134	321.747431
1135	321.7474249
1136	321.7474168
1137	321.7472658
1138	320.6090926
1139	320.6090814
1140	320.6090754
1141	320.6090695
1142	320.6090634
1143	320.6089532
1144	320.6089466
1145	320.6089408
1146	319.3809706
1147	319.3809245
1148	319.3809187
1149	319.3807068
1150	319.380701
1151	319.380428
1152	319.3804221
1153	319.3804029
1154	319.3803972
1155	319.3803915
1156	319.379906
1157	319.3602519
1158	319.3602342
1159	319.3602288
1160	319.3602234
1161	319.360218
1162	319.3600032
1163	319.3596302
1164	319.3593367
1165	319.3593166
1166	319.3593113
1167	319.3592978
1168	318.5848312
1169	318.584826
1170	317.5107158
1171	317.5106741
1172	317.5098294
1173	317.5098243
1174	317.1276456
1175	317.1274799
1176	317.1272406
1177	317.1272275
1178	316.9967565
1179	316.9967445
1180	316.9967395
1181	316.322013
1182	316.321995
1183	316.3218465
1184	316.3218287
1185	316.321817
1186	316.3209128
1187	316.320741
1188	316.3207325
1189	316.3203412
1190	316.3203093
1191	316.3202728
1192	316.3201979
1193	315.3356533
1194	315.3356485
1195	315.33564
1196	315.3341344
1197	315.3341171
1198	315.3339842
1199	315.3339793
1200	315.3339717
1201	315.333963
1202	315.3339461
1203	315.3339417
1204	315.3339175
1205	315.3339123
1206	315.333908
1207	315.3339037
1208	315.3337599
1209	315.3337477
1210	315.3320327
1211	315.331747
1212	315.3314086
1213	315.3314044
1214	315.3308094
1215	315.3298367
1216	315.329182
1217	315.3286967
1218	315.328692
1219	315.3286389
1220	315.3286274
1221	315.3286234
1222	315.3279852
1223	315.3279439
1224	315.32794
1225	315.3273014
1226	315.3272974
1227	315.3272913
1228	315.3272549
1229	315.3272511
1230	314.3151042
1231	314.31508
1232	314.3143101
1233	314.3143042
1234	314.3135339
1235	314.3135267
1236	314.3135147
1237	314.3135111
1238	314.3134616
1239	314.3131783
1240	314.3131746
1241	314.3131711
1242	314.3131673
1243	314.3131384
1244	314.3131348
1245	314.3128404
1246	314.3125142
1247	313.184776
1248	313.1847634
1249	313.184759
1250	313.1845243
1251	313.1845208
1252	313.1842421
1253	312.7790313
1254	312.779028
1255	312.7790229
1256	312.7790184
1257	312.778932
1258	312.7788811
1259	312.7787349
1260	311.6732396
1261	310.5370024
1262	310.5369576
1263	310.5367021
1264	310.5366987
1265	310.5366897
1266	310.5366854
1267	310.5364711
1268	309.4486691
1269	309.4486659
1270	309.4486628
1271	309.4486594
1272	309.4485767
1273	309.448572
1274	309.4485689
1275	309.4484349
1276	309.4483014
1277	309.4481671
1278	309.4474863
1279	309.4474832
1280	309.4474801
1281	309.4474764
1282	309.4467059
1283	309.4467028
1284	309.4466996
1285	309.4466897
1286	309.4466552
1287	309.4466523
1288	309.4461881
1289	309.4453975
1290	309.4453947
1291	309.4447505
1292	309.4444568
1293	309.4444539
1294	309.4444508
1295	309.4444411
1296	309.4444319
1297	309.443407
1298	308.5891908
1299	308.589188
1300	308.0961539
1301	308.0951035
1302	308.0951009
1303	308.0950982
1304	308.0945349
1305	308.0945323
1306	308.0945296
1307	308.0945253
1308	308.0945227
1309	308.0942259
1310	307.1738013
1311	307.1737987
1312	307.1737811
1313	307.1720399
1314	307.1720374
1315	307.171685
1316	307.17168
1317	307.1713013
1318	307.1710931
1319	307.1710907
1320	307.1709839
1321	307.1709769
1322	307.1709743
1323	307.1709703
1324	307.1709679
1325	306.8912935
1326	306.8912911
1327	305.8376756
1328	304.8099221
1329	304.8099195
1330	304.8099171
1331	304.8099148
1332	304.8099063
1333	304.809904
1334	304.8099016
1335	303.9592899
1336	303.9592876
1337	303.9592831
1338	303.9592774
1339	303.9591419
1340	303.9582327
1341	303.9563283
1342	303.9563261
1343	303.9562525
1344	302.928801
1345	302.9287913
1346	302.9287892
1347	302.9280531
1348	302.9280506
1349	301.8922412
1350	301.892239
1351	301.8922369
1352	301.8922346
1353	301.8922093
1354	301.8919815
1355	301.8919793
1356	301.8919772
1357	301.1027367
1358	300.1204738
1359	300.1204711
1360	300.1201466
1361	300.1201446
1362	300.1201426
1363	299.0962223
1364	298.0295848
1365	297.0649728
1366	297.0649709
1367	297.0649257
1368	297.0649215
1369	297.0649191
1370	296.4481914
1371	295.646644
1372	295.6466399
1373	295.646638
1374	295.6466021
1375	295.6466002
1376	295.6464548
1377	295.6463598
1378	295.6463579
1379	295.646356
1380	295.646354
1381	295.6463521
1382	295.6453099
1383	295.6451692
1384	294.9371079
1385	294.9370853
1386	293.9348826
1387	293.9348807
1388	293.9348789
1389	293.9346392
1390	293.9346368
1391	293.9338227
1392	293.933821
1393	293.9335675
1394	293.9333392
1395	293.9333317
1396	293.93333
1397	293.9333283
1398	292.9240754
1399	292.9240738
1400	291.9225837
1401	291.9225821
1402	290.9095676
1403	290.909566
1404	290.908963
1405	290.9089606
1406	290.908286
1407	290.9082826
1408	290.9082811
1409	290.9082688
1410	290.0492436
1411	290.049242
1412	290.0492366
1413	290.0492279
1414	290.0492264
1415	290.0492224
1416	290.0492209
1417	290.048445
1418	290.0484435
1419	290.0484374
1420	290.0484358
1421	290.0469593
1422	290.0459398
1423	290.0456982
1424	290.0456948
1425	290.0456932
1426	290.0456679
1427	289.1611885
1428	289.1607166
1429	289.1607152
1430	289.1607132
1431	289.1605583
1432	289.1605567
1433	289.1596358
1434	289.1596342
1435	289.1596275
1436	289.1581798
1437	288.5797123
1438	288.579686
1439	288.5796587
1440	288.5795168
1441	288.5795153
1442	288.579167
1443	288.5791652
1444	288.5777194
1445	288.5776946
1446	288.5775356
1447	288.5775144
1448	288.5773154
1449	288.5773117
1450	287.6199979
1451	287.6199868
1452	287.6199854
1453	286.6896272
1454	285.7594133
1455	284.8919727
1456	284.8919705
1457	284.8919692
1458	284.8919674
1459	284.8919661
1460	284.8912456
1461	284.8912444
1462	284.8890842
1463	284.564852
1464	284.5633612
1465	284.5632341
1466	284.5632329
1467	284.5620935
1468	284.5620923
1469	284.5620911
1470	284.5620899
1471	284.5620887
1472	283.7501004
1473	283.7500931
1474	283.7499986
1475	283.7484017
1476	283.7483925
1477	283.7483864
1478	283.7475445
1479	283.7475268
1480	283.7475165
1481	283.7475147
1482	283.7475136
1483	283.7475123
1484	283.7475106
1485	283.7468489
1486	283.7468464
1487	283.746727
1488	283.7467259
1489	282.8959836
1490	282.8959826
1491	281.965173
1492	281.1393042
1493	281.137884
1494	281.1377459
1495	281.137725
1496	281.1377215
1497	281.1377205
1498	280.2340488
1499	280.2340423
1500	280.2339048
1501	280.2339038
1502	280.2339028
1503	279.3828331
1504	279.382832
1505	279.382831
1506	279.3828291
1507	279.3828281
1508	279.3828272
1509	279.382824
1510	279.3826996
1511	279.3824645
1512	278.4746658
1513	278.4745137
1514	278.4745128
1515	278.474496
1516	278.4744951
1517	278.474491
1518	278.4744877
1519	278.4744867
1520	278.4744854
1521	278.4744845
1522	278.4744836
1523	277.6157502
1524	276.7279318
1525	276.7279212
1526	276.7279197
1527	276.7279188
1528	276.7279179
1529	276.7276862
1530	276.7270475
1531	276.7270467
1532	276.7264438
1533	276.7264424
1534	276.7264415
1535	276.7264347
1536	276.7264082
1537	276.7264074
1538	276.7264066
1539	276.7264021
1540	275.8009543
1541	275.3447248
1542	274.4433722
1543	274.4433714
1544	274.4425049
1545	274.442504
1546	273.5503988
1547	273.5503806
1548	273.5494299
1549	273.5494291
1550	273.5485746
1551	273.5485721
1552	272.6895747
1553	272.689569
1554	272.6895681
1555	272.6895569
1556	272.6895561
1557	272.6895553
1558	272.6894202
1559	272.0462055
1560	272.0459876
1561	272.0459868
1562	272.0458527
1563	272.0458467
1564	272.0445787
1565	272.044578
1566	272.0445761
1567	272.0445741
1568	272.0436866
1569	271.2433945
1570	271.2433937
1571	270.362296
1572	270.3622951
1573	270.3615455
1574	270.3615448
1575	270.3615441
1576	270.361403
1577	269.6627343
1578	269.6627335
1579	269.6610626
1580	269.6610615
1581	269.6609363
1582	269.6609355
1583	269.6609299
1584	268.8122051
1585	267.9708704
1586	267.9708698
1587	267.9708392
1588	267.9708345
1589	267.9690611
1590	267.9686906
1591	267.4073515
1592	266.5736059
1593	266.5726796
1594	266.5712845
1595	266.5703584
1596	266.5703578
1597	266.0399997
1598	266.0399823
1599	266.0392092
1600	266.0379125
1601	266.0366387
1602	266.0362057
1603	265.3153049
1604	264.4982428
1605	264.4982404
1606	264.4974584
1607	264.4974522
1608	264.4972522
1609	264.4954913
1610	263.688879
1611	263.6874968
1612	263.6874807
1613	263.6874675
1614	263.6874669
1615	263.6874662
1616	263.6868722
1617	263.6868715
1618	263.686871
1619	263.6637676
1620	263.6635872
1621	263.6634432
1622	263.6630774
1623	263.6630518
1624	263.6630366
1625	263.663036
1626	263.6630261
1627	263.6630252
1628	262.8400493
1629	262.840044
1630	262.8400432
1631	262.1402063
1632	262.139436
1633	262.1373715
1634	262.1373709
1635	262.1373689
1636	261.3336285
1637	261.3330888
1638	261.3309538
1639	260.5680398
1640	260.5678786
1641	260.5664858
1642	260.566484
1643	260.5664819
1644	260.5658586
1645	260.5656893
1646	260.5644021
1647	260.5642218
1648	260.5558569
1649	260.5558286
1650	260.5558279
1651	260.5558242
1652	260.5551302
1653	260.5551296
1654	260.5551291
1655	260.5551284
1656	260.5551279
1657	260.5551274
1658	260.5551269
1659	259.8025522
1660	259.0277004
1661	259.0275586
1662	259.027558
1663	259.0275544
1664	259.0275515
1665	259.0275468
1666	259.0275463
1667	259.0275459
1668	258.4248226
1669	257.7437149
1670	257.7437144
1671	257.7437138
1672	256.954992
1673	256.9549863
1674	256.9549856
1675	256.3045519
1676	256.3028209
1677	256.3018632
1678	256.3018626
1679	256.3008175
1680	256.3006623
1681	255.5453905
1682	255.5453889
1683	255.5453882
