iter	MAE
1684	255.5439118
1685	255.5439113
1686	255.5439109
1687	255.5439068
1688	255.5437674
1689	255.5437651
1690	255.5437647
1691	255.543416
1692	255.5434156
1693	255.5432736
1694	255.5432732
1695	255.5432027
1696	255.5432024
1697	254.7988272
1698	254.798685
1699	254.0973207
1700	254.0973203
1701	254.0972903
1702	254.0952685
1703	254.0952659
1704	253.3187674
1705	253.3183729
1706	253.3182299
1707	253.3182295
1708	253.318229
1709	253.3173564
1710	253.3173546
1711	253.3173543
1712	253.3173539
1713	253.3173264
1714	253.3154701
1715	253.3154694
1716	253.315469
1717	252.8662853
1718	252.8649976
1719	252.864359
1720	252.0963971
1721	252.0962602
1722	252.0951772
1723	252.0951737
1724	251.655104
1725	251.6549263
1726	251.6538747
1727	251.6538668
1728	251.6538664
1729	251.6538661
1730	251.6538657
1731	251.6538644
1732	250.9294782
1733	250.3542211
1734	250.3542208
1735	249.632318
1736	249.0926729
1737	249.0926505
1738	249.0922248
1739	249.0921388
1740	249.092138
1741	248.4393406
1742	248.439201
1743	248.4391954
1744	248.4391947
1745	248.4391283
1746	248.4389746
1747	247.814477
1748	247.0691968
1749	247.0681036
1750	247.0680558
1751	247.068055
1752	247.0680171
1753	247.0680156
1754	246.3696664
1755	246.3696653
1756	246.369665
1757	246.3695988
1758	246.3688057
1759	246.3688054
1760	246.3688044
1761	245.6780974
1762	245.6780971
1763	245.6767727
1764	245.1204145
1765	245.1204143
1766	245.1201547
1767	244.446488
1768	244.4464877
1769	244.4464874
1770	244.4464842
1771	243.7840858
1772	243.7837665
1773	243.7837653
1774	243.0957225
1775	243.0949726
1776	243.0949723
1777	242.4366871
1778	242.4356914
1779	242.4353752
1780	242.4345876
1781	241.8798203
1782	241.8798163
1783	241.8796545
1784	241.8796533
1785	241.8795154
1786	241.8781268
1787	241.8781266
1788	241.8781263
1789	241.8781261
1790	241.4672626
1791	241.4672617
1792	241.0102745
1793	240.3587898
1794	240.3577282
1795	240.3577188
1796	240.3577185
1797	239.7112471
1798	239.7103964
1799	239.7103904
1800	239.1455521
1801	239.1455519
1802	239.1455516
1803	239.1442544
1804	239.1441125
1805	238.4572023
1806	237.8321257
1807	237.1707782
1808	237.1706036
1809	236.662788
1810	236.6621492
1811	236.6604897
1812	236.6603809
1813	236.6603806
1814	236.6586676
1815	236.3329777
1816	236.3329775
1817	235.6814197
1818	235.6810591
1819	235.0469263
1820	235.0467939
1821	234.4965225
1822	234.4965223
1823	234.4955908
1824	234.495459
1825	233.8738239
1826	233.2835912
1827	232.6478286
1828	232.6478233
1829	232.0186284
1830	231.5988181
1831	230.9738205
1832	230.9738203
1833	230.973684
1834	230.3314481
1835	230.3314424
1836	229.797026
1837	229.7970258
1838	229.1852375
1839	228.5601759
1840	227.9481418
1841	227.3484122
1842	227.3473076
1843	227.3473073
1844	226.7877734
1845	226.7877679
1846	226.7875773
1847	226.7875721
1848	226.1970561
1849	226.1970558
1850	225.63621
1851	225.6362098
1852	225.6362096
1853	225.052619
1854	225.052617
1855	224.528856
1856	223.9323853
1857	223.9323583
1858	223.932356
1859	223.3568117
1860	222.7612711
1861	222.761266
1862	222.7612391
1863	222.7612388
1864	222.7611009
1865	222.1814081
1866	222.1814064
1867	221.6352929
1868	221.3307341
1869	221.3307338
1870	220.7792979
1871	220.2648391
1872	220.2648382
1873	219.7181156
1874	219.7181104
1875	219.2791803
1876	219.2790189
1877	218.8130824
1878	218.8130818
1879	218.8117887
1880	218.8110463
1881	218.8094707
1882	218.2529721
1883	218.2525879
1884	218.252014
1885	218.2520085
1886	218.2510249
1887	217.7343389
1888	217.7328645
1889	217.7327739
1890	217.7327738
1891	217.7308723
1892	217.7308699
1893	217.3995592
1894	217.3995189
1895	217.3993802
1896	217.3975055
1897	217.1583285
1898	217.1579588
1899	216.6434003
1900	216.6434001
1901	216.6433764
1902	216.6433753
1903	216.6432373
1904	216.1742681
1905	216.174264
1906	215.6658495
1907	215.66474
1908	215.6647273
1909	215.1886687
1910	214.6844039
1911	214.6833231
1912	214.6831972
1913	214.6820248
1914	214.6820223
1915	214.1728288
1916	213.6434232
1917	213.6434229
1918	213.6428476
1919	213.6428464
1920	213.6428462
1921	213.6425539
1922	213.6425538
1923	213.6425534
1924	213.6425532
1925	213.1201469
1926	213.1200021
1927	212.7177083
1928	212.2099809
1929	212.2096794
1930	211.686087
1931	211.6855647
1932	211.2496691
1933	211.249663
1934	210.7568036
1935	210.2544142
1936	209.7402413
1937	209.7399443
1938	209.7393683
1939	209.7392252
1940	209.7392196
1941	209.2537551
1942	209.2537548
1943	208.7927772
1944	208.3462705
1945	208.3456935
1946	207.8373774
1947	207.3524566
1948	207.349947
1949	207.3499323
1950	207.2390144
1951	206.7484686
1952	206.7484661
1953	206.3324793
1954	205.8812058
1955	205.8810543
1956	205.8810541
1957	205.3931171
1958	205.3931169
1959	205.3931136
1960	205.3914889
1961	205.3914766
1962	205.3905915
1963	204.933527
1964	204.4754283
1965	204.0891701
1966	204.0890322
1967	203.6102429
1968	203.610242
1969	203.1466015
1970	202.6661748
1971	202.6661747
1972	202.2005501
1973	201.755733
1974	201.2847102
1975	201.28471
1976	200.8178815
1977	200.8178673
1978	200.8177109
1979	200.8174211
1980	200.8172849
1981	200.3451282
1982	199.9323968
1983	199.9318216
1984	199.9318214
1985	199.463432
1986	199.4634274
1987	199.4634273
1988	199.4634217
1989	199.0442813
1990	198.6352084
1991	198.6352054
1992	198.6352037
1993	198.2261118
1994	197.8160349
1995	197.8160292
1996	197.8160065
1997	197.8157218
1998	197.8154385
1999	197.815437
2000	197.5317273
2001	197.5317272
2002	197.0964782
2003	197.0964545
2004	197.0964456
2005	197.0958856
2006	196.7822402
2007	196.3349498
2008	196.3346711
2009	196.3341163
2010	195.9381384
2011	195.9375811
2012	195.5399276
2013	195.5399275
2014	195.5391657
2015	195.5391603
2016	195.113239
2017	194.6856342
2018	194.3653914
2019	194.3646693
2020	194.363959
2021	193.9237416
2022	193.6653067
2023	193.2441359
2024	193.2441325
2025	193.2432655
2026	192.8164715
2027	192.8164625
2028	192.8164567
2029	192.4372017
2030	192.0185916
2031	191.6910918
2032	191.6905749
2033	191.2531415
2034	190.9311482
2035	190.9311427
2036	190.9311426
2037	190.5309028
2038	190.5308966
2039	190.117755
2040	190.1172254
2041	189.7099108
2042	189.3240814
2043	189.3232146
2044	189.3227384
2045	188.9714564
2046	188.5998695
2047	188.5998689
2048	188.214437
2049	188.2142131
2050	188.2139238
2051	188.212432
2052	188.2124263
2053	188.211612
2054	188.2116087
2055	188.2116076
2056	188.2103454
2057	187.8137942
2058	187.8136836
2059	187.8136316
2060	187.4816445
2061	187.0886198
2062	187.0879697
2063	187.0879574
2064	186.6989416
2065	186.3090797
2066	185.9194789
2067	185.5996732
2068	185.2326351
2069	184.8934406
2070	184.4433794
2071	184.4428658
2072	184.2115063
2073	183.8354959
2074	183.8348093
2075	183.5147287
2076	183.5146048
2077	183.1836811
2078	183.1827718
2079	182.8122606
2080	182.4494744
2081	182.4489551
2082	182.1527788
2083	181.8379652
2084	181.4935503
2085	181.1265301
2086	180.7898695
2087	180.4314775
2088	180.4314322
2089	180.1275847
2090	179.8073244
2091	179.4888364
2092	179.1914139
2093	178.848533
2094	178.5109047
2095	178.1752451
2096	177.8446074
2097	177.5218579
2098	177.2135397
2099	176.890475
2100	176.5872807
2101	176.3415241
2102	176.1228969
2103	176.1228941
2104	176.1222837
2105	176.1222635
2106	176.1213721
2107	176.120646
2108	175.8353573
2109	175.8353488
2110	175.5250745
2111	175.5243279
2112	175.2505884
2113	174.9533735
2114	174.9525399
2115	174.6809433
2116	174.6807166
2117	174.3713736
2118	174.3713708
2119	174.3713652
2120	174.0904276
2121	173.7949994
2122	173.7944492
2123	173.5332987
2124	173.5332976
2125	173.2710011
2126	173.011142
2127	172.7676093
2128	172.4851007
2129	172.2134531
2130	172.2119271
2131	172.2119247
2132	171.8499813
2133	171.8499736
2134	171.8494343
2135	171.849432
2136	171.8494309
2137	171.8493246
2138	171.8492181
2139	171.8491992
2140	171.619161
2141	171.6191556
2142	171.3613643
2143	171.3613599
2144	171.0931025
2145	171.0915146
2146	171.0915093
2147	170.8462276
2148	170.8462224
2149	170.5823835
2150	170.5823789
2151	170.5818306
2152	170.3124831
2153	170.3119553
2154	170.0620034
2155	170.0618738
2156	169.8104037
2157	169.8089517
2158	169.568392
2159	169.3297058
2160	169.3297051
2161	169.0948148
2162	168.8714157
2163	168.870278
2164	168.8699792
2165	168.8693848
2166	168.6920369
2167	168.6914856
2168	168.6914814
2169	168.4892365
2170	168.4892312
2171	168.236578
2172	168.2365725
2173	168.2357308
2174	168.2356356
2175	167.9989538
2176	167.7806561
2177	167.7801082
2178	167.7800142
2179	167.7800099
2180	167.7800061
2181	167.4890358
2182	167.2442552
2183	167.0415201
2184	167.0409797
2185	167.0408567
2186	166.831841
2187	166.592752
2188	166.3229728
2189	166.322473
2190	166.3224703
2191	166.3219509
2192	166.3219458
2193	166.3214477
2194	166.3214469
2195	166.098711
2196	166.0982392
2197	165.8718373
2198	165.6574555
2199	165.6573958
2200	165.6573905
2201	165.4352052
2202	165.4352047
2203	165.4347127
2204	165.2116724
2205	164.9820655
2206	164.9813972
2207	164.776352
2208	164.7757652
2209	164.7753211
2210	164.7753206
2211	164.5761892
2212	164.3668039
2213	164.3646261
2214	164.3646159
2215	164.3641687
2216	164.3635003
2217	164.1656603
2218	164.1654292
2219	164.1649731
2220	164.1649703
2221	164.1649653
2222	164.1642562
2223	163.9634815
2224	163.9628223
2225	163.9628197
2226	163.6907369
2227	163.483726
2228	163.2968313
2229	163.296024
2230	163.2955653
2231	163.2951429
2232	163.2947295
2233	163.2945935
2234	163.0704154
2235	162.8908614
2236	162.8902019
2237	162.8901989
2238	162.8900642
2239	162.6771958
2240	162.4894268
2241	162.4894241
2242	162.2021951
2243	162.2013921
2244	162.2013871
2245	162.2005411
2246	162.2001609
2247	162.1993358
2248	162.0055232
2249	162.0049672
2250	162.0045758
2251	161.8010311
2252	161.5443659
2253	161.5443617
2254	161.5442275
2255	161.3526509
2256	161.1599336
2257	161.1598007
2258	160.898745
2259	160.6179159
2260	160.6172619
2261	160.3665367
2262	160.3657452
2263	160.1893318
2264	160.1892289
2265	160.1882379
2266	160.1881096
2267	160.1873278
2268	160.0277848
2269	159.8594918
2270	159.858842
2271	159.8582077
2272	159.8580778
2273	159.662926
2274	159.4480427
2275	159.4474124
2276	159.2529828
2277	159.2523587
2278	159.043023
2279	158.8726504
2280	158.8722514
2281	158.6819908
2282	158.6813829
2283	158.6807688
2284	158.6806401
2285	158.5017347
2286	158.5011341
2287	158.3167508
2288	158.3166843
2289	158.1288162
2290	158.128271
2291	158.1281446
2292	158.1280604
2293	157.9443411
2294	157.943981
2295	157.9432368
2296	157.6890069
2297	157.6888818
2298	157.6888766
2299	157.6881246
2300	157.6881195
2301	157.6877815
2302	157.6877788
2303	157.6877759
2304	157.4493261
2305	157.326861
2306	157.1501037
2307	157.1495588
2308	157.1488604
2309	157.1485285
2310	157.1480388
2311	157.1479154
2312	157.1469589
2313	157.1462275
2314	157.1457637
2315	157.1448189
2316	157.1448174
2317	157.1446946
2318	157.1437545
2319	157.1430894
2320	157.1427489
2321	157.1420782
2322	156.9629193
2323	156.7862856
2324	156.7859681
2325	156.6118163
2326	156.6111535
2327	156.6102258
2328	156.6093049
2329	156.4440515
2330	156.4434779
2331	156.4425647
2332	156.4422448
2333	156.4413361
2334	156.4406812
2335	156.4400398
2336	156.4393914
2337	156.4390936
2338	156.4388042
2339	156.4379096
2340	156.4376168
2341	156.4369783
2342	156.4360913
2343	156.4352066
2344	156.4343285
2345	156.4336981
2346	156.4331438
2347	156.4328804
2348	156.4322547
2349	156.4317471
2350	156.2386861
2351	156.0164776
2352	156.0156223
2353	156.0148064
2354	156.014529
2355	156.0137513
2356	155.8395633
2357	155.6663311
2358	155.6658397
2359	155.4955093
2360	155.4952354
2361	155.4949816
2362	155.4943257
2363	155.4936529
2364	155.4933927
2365	155.2660848
2366	155.2652324
2367	155.2643842
2368	155.2641452
2369	155.2638838
2370	155.2638723
2371	155.2636208
2372	155.2627766
2373	155.0919803
2374	155.0913028
2375	155.0910111
2376	155.0904279
2377	154.9212717
2378	154.9204361
2379	154.9197648
2380	154.9190397
2381	154.9182139
2382	154.918096
2383	154.9178702
2384	154.91724
2385	154.7482316
2386	154.7479459
2387	154.7471281
2388	154.7468467
2389	154.57849
2390	154.5778383
2391	154.5771837
2392	154.5763744
2393	154.3380049
2394	154.1709844
2395	154.0074881
2396	154.0074849
2397	153.7877701
2398	153.7869619
2399	153.7861629
2400	153.7861563
2401	153.7861458
2402	153.6242693
2403	153.6237016
2404	153.6236946
2405	153.4176808
2406	153.2363138
2407	153.2357116
2408	153.234925
2409	153.2347018
2410	153.2341864
2411	153.082401
2412	152.8457997
2413	152.8455812
2414	152.6952434
2415	152.5367341
2416	152.3253273
2417	152.324707
2418	152.1499479
2419	152.0121139
2420	152.0115
2421	152.0108884
2422	152.0108786
2423	151.775031
2424	151.7742616
2425	151.5664959
2426	151.4141774
2427	151.4134349
2428	151.1851228
2429	151.0368913
2430	150.8878532
2431	150.7435789
2432	150.743572
2433	150.7427398
2434	150.5315014
2435	150.5314946
2436	150.3862093
2437	150.2416446
2438	150.2414271
2439	150.1062266
2440	150.1061361
2441	149.9630483
2442	149.9628323
2443	149.7702632
2444	149.7697814
2445	149.6280857
2446	149.6274014
2447	149.5310049
2448	149.394598
2449	149.2659963
2450	149.0769996
2451	148.9408667
2452	148.9400444
2453	148.9397613
2454	148.9395332
2455	148.9391406
2456	148.751745
2457	148.7509131
2458	148.7506745
2459	148.6153095
2460	148.4355481
2461	148.4353085
2462	148.3111872
2463	148.1778116
2464	148.0433178
2465	148.0433131
2466	147.8367774
2467	147.6548671
2468	147.6548592
2469	147.6548566
2470	147.6548501
2471	147.6546376
2472	147.654633
2473	147.5084468
2474	147.3593993
2475	147.1651388
2476	147.0176687
2477	146.8931967
2478	146.7637735
2479	146.7631649
2480	146.6343881
2481	146.6337563
2482	146.6331612
2483	146.6328913
2484	146.5047577
2485	146.5039447
2486	146.3764518
2487	146.2020422
2488	146.2017758
2489	146.2011938
2490	146.037142
2491	145.9114629
2492	145.7920335
2493	145.6205569
2494	145.4636253
2495	145.4628193
2496	145.4628147
2497	145.462528
2498	145.4625236
2499	145.4617216
2500	145.2919157
2501	145.1365873
2502	145.136016
2503	145.1355151
2504	144.9555563
2505	144.7653198
2506	144.7650574
2507	144.5996314
2508	144.5988363
2509	144.479684
2510	144.4791866
2511	144.4783956
2512	144.3667203
2513	144.366716
2514	144.227456
2515	144.079054
2516	144.0784926
2517	144.0779281
2518	144.0775109
2519	143.9396657
2520	143.7927161
2521	143.6868967
2522	143.5412109
2523	143.406008
2524	143.2986033
2525	143.1548742
2526	143.15465
2527	143.1540883
2528	143.0110773
2529	142.8784758
2530	142.7368641
2531	142.6056115
2532	142.605604
2533	142.6055965
2534	142.6055587
2535	142.604998
2536	142.4967834
2537	142.4962289
2538	142.4962268
2539	142.3589177
2540	142.3588802
2541	142.252213
2542	142.146083
2543	142.0114259
2544	141.9063097
2545	141.7812653
2546	141.7812628
2547	141.6568436
2548	141.5368214
2549	141.3886605
2550	141.2573889
2551	141.1455666
2552	141.1455642
2553	141.1450107
2554	141.1450062
2555	141.1449986
2556	141.0144749
2557	140.917493
2558	140.7649527
2559	140.7649508
2560	140.7649465
2561	140.6482659
2562	140.6482617
2563	140.6479969
2564	140.5034681
2565	140.5029173
2566	140.4104779
2567	140.4099316
2568	140.4099297
2569	140.3009774
2570	140.3004321
2571	140.1760857
2572	140.1755187
2573	140.081754
2574	140.0817516
2575	139.9584258
2576	139.9584182
2577	139.9584158
2578	139.8409474
2579	139.7188058
2580	139.7180332
2581	139.6292786
2582	139.5082145
2583	139.4171211
2584	139.3264831
2585	139.3264807
2586	139.3259865
2587	139.3259822
2588	139.3259798
2589	139.2064297
2590	139.2058967
2591	139.205359
2592	139.2053555
2593	139.2047859
2594	139.12092
2595	139.0089357
2596	138.9230627
2597	138.8182997
2598	138.7055028
2599	138.7049366
2600	138.7043969
2601	138.5936152
2602	138.5936093
2603	138.5930838
2604	138.476509
2605	138.360517
2606	138.3605146
2607	138.2419886
2608	138.2419844
2609	138.2419821
2610	138.1327057
2611	138.1321747
2612	138.0219208
2613	137.9080359
2614	137.9075483
2615	137.9067832
2616	137.9067814
2617	137.8051784
2618	137.8051766
2619	137.6687567
2620	137.6679977
2621	137.5555694
2622	137.4432364
2623	137.3601423
2624	137.2474787
2625	137.2474764
2626	137.1695292
2627	137.1690179
2628	137.0572788
2629	137.0572747
2630	136.9477949
2631	136.8438773
2632	136.843365
2633	136.8431073
2634	136.8425458
2635	136.8425386
2636	136.8422945
2637	136.8417358
2638	136.8417287
2639	136.8412274
2640	136.840945
2641	136.7307717
2642	136.730511
2643	136.7302932
2644	136.7297859
2645	136.6491773
2646	136.5399574
2647	136.5394618
2648	136.4318328
2649	136.3573643
2650	136.3568633
2651	136.3568611
2652	136.3568593
2653	136.2507296
2654	136.1451306
2655	136.0464258
2656	135.970784
2657	135.9707783
2658	135.9702825
2659	135.8946393
2660	135.7908274
2661	135.7163149
2662	135.6435556
2663	135.6434571
2664	135.6434499
2665	135.6428776
2666	135.5420726
2667	135.5420709
2668	135.5420686
2669	135.542063
2670	135.4705378
2671	135.3842254
2672	135.3842183
2673	135.3837372
2674	135.2841497
2675	135.2836564
2676	135.2836542
2677	135.2833912
2678	135.2831568
2679	135.1875553
2680	135.1870708
2681	135.1865165
2682	135.1860312
2683	135.0932859
2684	135.0930229
2685	135.09151
2686	135.0915045
2687	135.0078354
2688	135.0078314
2689	135.0071769
2690	135.0071728
2691	135.0071673
2692	135.0069272
2693	135.0064436
2694	135.0060343
2695	134.9191548
2696	134.9185993
2697	134.8394424
2698	134.838969
2699	134.8385473
2700	134.7540747
2701	134.7540076
2702	134.7534399
2703	134.752967
2704	134.6717435
2705	134.5848064
2706	134.5842593
2707	134.5839998
2708	134.5834381
2709	134.582943
2710	134.5001402
2711	134.4999028
2712	134.4993426
2713	134.4993374
2714	134.4162974
2715	134.4147113
2716	134.4142624
2717	134.413714
2718	134.3208973
2719	134.2812528
2720	134.2808135
2721	134.2808067
2722	134.2803045
2723	134.2796167
2724	134.2796133
2725	134.2792564
2726	134.279256
2727	134.2787676
2728	134.2787673
2729	134.2787663
2730	134.2787623
2731	134.2772022
2732	134.2771955
2733	134.2766821
2734	134.2766812
2735	134.2761736
2736	134.2761732
2737	134.2761683
2738	134.1766002
2739	134.0775299
2740	134.0775278
2741	134.0770267
2742	134.076689
2743	134.0766889
2744	134.0761908
2745	134.0761843
2746	134.0757232
2747	134.0757232
2748	134.075286
2749	134.0752855
2750	134.0747922
2751	134.0747922
2752	134.0747874
2753	134.0122453
2754	134.0102116
2755	134.0102107
2756	134.0097254
2757	134.0097254
2758	134.009243
2759	134.009243
2760	134.0089273
2761	134.0089273
2762	134.0089227
2763	134.0084448
2764	134.007986
2765	134.007986
2766	134.007876
2767	134.0078753
2768	134.0074012
2769	134.0069447
2770	134.0069447
2771	134.0064905
2772	134.0060385
2773	134.0055889
2774	134.0051414
2775	134.0046963
2776	134.0042532
2777	134.0038125
2778	134.0033696
2779	134.0029289
2780	134.0024905
2781	134.0020543
2782	134.0016203
2783	134.0011884
2784	133.9391297
2785	133.9382256
2786	133.9373265
2787	133.9364338
2788	133.935546
2789	133.934663
2790	133.9337846
2791	133.9329126
2792	133.932045
2793	133.9311818
2794	133.930323
2795	133.9294686
2796	133.9286186
2797	133.9277735
2798	133.9269325
2799	133.926096
2800	133.9252666
2801	133.9244447
2802	133.923631
2803	133.922822
2804	133.9220187
2805	133.9212241
2806	133.9191077
2807	133.9170021
2808	133.9149231
2809	133.9128531
2810	133.9108124
2811	133.9099094
2812	133.9090127
2813	133.9070493
2814	133.9061591
2815	133.9052716
2816	133.9043885
2817	133.9035098
2818	133.9026356
2819	133.901768
2820	133.9009112
2821	133.8990115
2822	133.8981766
2823	133.8973459
2824	133.8965277
2825	133.8956895
2826	133.8938387
2827	133.8930223
2828	133.8921942
2829	133.8913667
2830	133.8895478
2831	133.8887297
2832	133.8869262
2833	133.8851409
2834	133.8843303
2835	133.8825618
2836	133.8808083
2837	133.8800212
2838	133.879238
2839	133.8784611
2840	133.8776753
2841	133.8768945
2842	133.8761332
2843	133.8753568
2844	133.8745827
2845	133.8738141
2846	133.8730713
2847	133.8723119
2848	133.871561
2849	133.8708306
2850	133.8701112
2851	133.8684301
2852	133.8668187
2853	133.866123
2854	133.8654209
2855	133.8638695
2856	133.8631856
2857	133.8622655
2858	133.86135
2859	133.8604471
2860	133.8595505
2861	133.8586584
2862	133.8577717
2863	133.8568905
2864	133.8560137
2865	133.8551413
2866	133.8542733
2867	133.8534095
2868	133.8525502
2869	133.8516951
2870	133.8508442
2871	133.8499977
2872	133.8491553
2873	133.8483172
2874	133.8474833
2875	133.8466535
2876	133.8458279
2877	133.8450065
2878	133.8441891
2879	133.8433758
2880	133.8425666
2881	133.8417614
2882	133.8409602
2883	133.8401631
2884	133.8393699
2885	133.8385816
2886	133.8377982
2887	133.8370198
2888	133.8362464
2889	133.8354781
2890	133.8347136
2891	133.833953
2892	133.8331974
2893	133.8324461
2894	133.8321305
2895	133.8313844
2896	133.8306425
2897	133.8299055
2898	133.8291724
2899	133.8284449
2900	133.8277223
2901	133.8270032
2902	133.8262878
2903	133.8255759
2904	133.8248676
2905	133.8241628
2906	133.8234616
2907	133.8227639
2908	133.8220717
2909	133.8213886
2910	133.8207089
2911	133.8200327
2912	133.8193597
2913	133.8186902
2914	133.8180242
2915	133.8177395
2916	133.8170795
2917	133.8164228
2918	133.8157694
2919	133.8151193
2920	133.8144725
2921	133.8138289
2922	133.81319
2923	133.8125543
2924	133.8119217
2925	133.8112924
2926	133.8106674
2927	133.8100478
2928	133.8094336
2929	133.8091657
2930	133.8089016
2931	133.8083026
2932	133.8077071
2933	133.8071169
2934	133.8068573
2935	133.8065992
2936	133.8063423
2937	133.8060867
2938	133.8058325
2939	133.8055795
2940	133.8053284
2941	133.8047518
2942	133.8045042
2943	133.803937
2944	133.8036915
2945	133.8034473
2946	133.8032044
2947	133.8029627
2948	133.8027229
2949	133.8024848
2950	133.8022478
2951	133.8020122
2952	133.8017778
2953	133.801226
2954	133.8009939
2955	133.8007637
2956	133.8005347
2957	133.7999948
2958	133.7997676
2959	133.7995414
2960	133.7993164
2961	133.7990926
2962	133.7988698
2963	133.7986482
2964	133.7984276
2965	133.7982082
2966	133.7979899
2967	133.7977727
2968	133.7975566
2969	133.7973416
2970	133.7971277
2971	133.7969149
2972	133.7967031
2973	133.7964925
2974	133.7962828
2975	133.7960742
2976	133.7958667
2977	133.7956602
2978	133.7954548
2979	133.7952503
2980	133.795047
2981	133.7948447
2982	133.7942864
2983	133.7940859
2984	133.7938864
2985	133.793688
2986	133.7934905
2987	133.7930284
2988	133.7928323
2989	133.7926373
2990	133.7924432
2991	133.7922501
2992	133.7920579
2993	133.7918667
2994	133.7916765
2995	133.7914872
2996	133.7912989
2997	133.7911116
2998	133.7909252
2999	133.7907398
3000	133.7905558
3001	133.7900183
3002	133.7894836
3003	133.7889515
3004	133.7884221
3005	133.7878954
3006	133.7873713
3007	133.7868498
3008	133.7863309
3009	133.7858146
3010	133.7853009
3011	133.7847897
3012	133.7842811
3013	133.7837751
3014	133.7832726
3015	133.7830996
3016	133.7826011
3017	133.782105
3018	133.7819342
3019	133.7817643
3020	133.7815952
3021	133.7814269
3022	133.7812595
3023	133.7807701
3024	133.7802831
3025	133.7797985
3026	133.7796338
3027	133.7794699
3028	133.7789909
3029	133.7788284
3030	133.7786668
3031	133.7781918
3032	133.7780317
3033	133.7776491
3034	133.7771791
3035	133.7767115
3036	133.7765539
3037	133.7760893
3038	133.7756271
3039	133.7751672
3040	133.7750122
3041	133.7748579
3042	133.7747044
3043	133.7745518
3044	133.7740971
3045	133.7736448
3046	133.7731947
3047	133.7727469
3048	133.7723028
3049	133.7721538
3050	133.7717126
3051	133.7712737
3052	133.7711265
3053	133.7706905
3054	133.7702566
3055	133.7701113
3056	133.7696803
3057	133.7692515
3058	133.7688248
3059	133.7684002
3060	133.7679778
3061	133.7675575
3062	133.7671393
3063	133.7667231
3064	133.7663091
3065	133.7658971
3066	133.7654872
3067	133.7650793
3068	133.7646735
3069	133.7645404
3070	133.7641373
3071	133.7640066
3072	133.7636068
3073	133.7634774
3074	133.7633487
3075	133.7632207
3076	133.7630933
3077	133.7629667
3078	133.7625729
3079	133.7624473
3080	133.7620562
3081	133.7619317
3082	133.7618079
3083	133.7614198
3084	133.7612971
3085	133.7609116
3086	133.7605281
3087	133.7602085
3088	133.7600877
3089	133.7599675
3090	133.759848
3091	133.759729
3092	133.7596107
3093	133.7592334
3094	133.7588581
3095	133.7587413
3096	133.7583684
3097	133.7579973
3098	133.7576282
3099	133.7572608
3100	133.7568953
3101	133.7565317
3102	133.7561698
3103	133.7558098
3104	133.7554515
3105	133.7550951
3106	133.7547404
3107	133.7543875
3108	133.7540365
3109	133.7539284
3110	133.7538467
3111	133.7537396
3112	133.7536333
3113	133.7535278
3114	133.7534228
3115	133.7533183
3116	133.7530619
3117	133.7527233
3118	133.7523863
3119	133.752051
3120	133.7517623
3121	133.7516655
3122	133.7513338
3123	133.7510037
3124	133.7506752
3125	133.7503484
3126	133.7500232
3127	133.7496997
3128	133.7493778
3129	133.7490598
3130	133.748972
3131	133.748656
3132	133.7485693
3133	133.7482553
3134	133.7479428
3135	133.7478581
3136	133.7475476
3137	133.7472387
3138	133.7469313
3139	133.7466255
3140	133.7463212
3141	133.7460185
3142	133.7459368
3143	133.7458555
3144	133.74556
3145	133.7454797
3146	133.7453998
3147	133.7453203
3148	133.7452412
3149	133.7451626
3150	133.7449126
3151	133.7448355
3152	133.7445508
3153	133.7442685
3154	133.7441933
3155	133.743916
3156	133.7436401
3157	133.7433664
3158	133.7430981
3159	133.7430255
3160	133.7429532
3161	133.7428813
3162	133.7428098
3163	133.7427386
3164	133.7424737
3165	133.7424036
3166	133.7421404
3167	133.7420712
3168	133.7418132
3169	133.7415589
3170	133.7414916
3171	133.7414246
3172	133.741358
3173	133.7411102
3174	133.740899
3175	133.7406576
3176	133.7405925
3177	133.7405279
3178	133.7403294
3179	133.7402653
3180	133.7400702
3181	133.7400068
3182	133.7399437
3183	133.739881
3184	133.7396612
3185	133.7395991
3186	133.7395376
3187	133.7394765
3188	133.7392898
3189	133.7391045
3190	133.7390441
3191	133.7388305
3192	133.7387708
3193	133.7387114
3194	133.7386523
3195	133.7385936
3196	133.7384259
3197	133.7383678
3198	133.7382012
3199	133.7380355
3200	133.737873
3201	133.7378161
3202	133.7376557
3203	133.7374564
3204	133.7372591
3205	133.7372034
3206	133.7371479
3207	133.7370928
3208	133.7369256
3209	133.7367592
3210	133.7365937
3211	133.736429
3212	133.7362654
3213	133.7360744
3214	133.7358844
3215	133.7356938
3216	133.7355041
3217	133.7353154
3218	133.7351292
3219	133.7349418
3220	133.7347554
3221	133.734572
3222	133.7343896
3223	133.7342049
3224	133.7340243
3225	133.7338446
3226	133.7336657
3227	133.7334853
3228	133.7333105
3229	133.733261
3230	133.7330957
3231	133.7330469
3232	133.7329984
3233	133.7328362
3234	133.7326563
3235	133.7324773
3236	133.7323052
3237	133.7322578
3238	133.7322111
3239	133.7321685
3240	133.7321261
3241	133.732084
3242	133.732042
3243	133.7320003
3244	133.7319588
3245	133.7319175
3246	133.7318764
3247	133.7318355
3248	133.7317948
3249	133.7317543
3250	133.731714
3251	133.7316739
3252	133.731634
3253	133.7315943
3254	133.7315548
